title,sjr,quartile
Neurology: Neuroimmunology and NeuroInflammation,3.008,Q1
IEEE Transactions on Industrial Electronics,3.006,Q1
BMJ Mental Health,3.005,Q1
European Respiratory Review,3.005,Q1
Journal of the American Academy of Child and Adolescent Psychiatry,3.005,Q1
Obesity Reviews,3.005,Q1
Wiley Interdisciplinary Reviews: RNA,3.005,Q1
Biomaterials,2.998,Q1
Clinical Infectious Diseases,2.992,Q1
Journal of Crohn's and Colitis,2.991,Q1
EcoMat,2.988,Q1
Journal of Child Psychology and Psychiatry and Allied Disciplines,2.988,Q1
Movement Disorders,2.988,Q1
BMJ,2.976,Q1
Acta Materialia,2.972,Q1
npj Breast Cancer,2.968,Q1
Nano Letters,2.967,Q1
ACM Transactions on Graphics,2.965,Q1
IEEE Transactions on Robotics,2.965,Q1
Public Administration Review,2.964,Q1
Nano Today,2.962,Q1
Composites Part B: Engineering,2.961,Q1
Applied Psychology,2.958,Q1
"Vital and Health Statistics, Series 2: Data Evaluation and Methods Research",2.958,Q1
Communications Earth and Environment,2.953,Q1
Studies in Science Education,2.951,Q1
Cancer,2.947,Q1
Molecular Aspects of Medicine,2.947,Q1
Methods in Ecology and Evolution,2.945,Q1
Seminars in Immunopathology,2.945,Q1
Systematic Biology,2.945,Q1
Green Carbon,2.944,Q1
JACS Au,2.944,Q1
Neuropsychopharmacology,2.944,Q1
Comprehensive Reviews in Food Science and Food Safety,2.935,Q1
Annals of PDE,2.932,Q1
Landscape and Urban Planning,2.932,Q1
Communications in Partial Differential Equations,2.926,Q1
Computers in Human Behavior,2.923,Q1
Developmental Review,2.920,Q1
Information and Management,2.920,Q1
Work and Occupations,2.918,Q1
JCI Insight,2.917,Q1
Engineering Geology,2.916,Q1
International Journal of Advertising,2.914,Q1
npj Parkinson's Disease,2.914,Q1
Long Range Planning,2.909,Q1
Current Opinion in Structural Biology,2.908,Q1
Critical Reviews in Biochemistry and Molecular Biology,2.907,Q1
Plant Biotechnology Journal,2.907,Q1
npj Climate and Atmospheric Science,2.907,Q1
Aging Cell,2.905,Q1
Applied Physics Reviews,2.904,Q1
Interdisciplinary Medicine,2.903,Q1
National Science Review,2.903,Q1
Applied Energy,2.902,Q1
Blood Advances,2.901,Q1
Alimentary Pharmacology and Therapeutics,2.892,Q1
Robotics and Computer-Integrated Manufacturing,2.892,Q1
Automation in Construction,2.890,Q1
Proceedings of the Annual ACM Symposium on Theory of Computing,2.889,-
Biochimica et Biophysica Acta - Reviews on Cancer,2.885,Q1
Materials Horizons,2.885,Q1
Additive Manufacturing,2.877,Q1
Cytokine and Growth Factor Reviews,2.877,Q1
International Journal of Operations and Production Management,2.876,Q1
Child Development Perspectives,2.875,Q1
"Resources, Conservation and Recycling",2.872,Q1
Memoirs of the American Mathematical Society,2.870,Q1
Sustainable Cities and Society,2.869,Q1
Journal of Materials Science and Technology,2.865,Q1
Biochar,2.862,Q1
Government Information Quarterly,2.861,Q1
Organization,2.861,Q1
Physical Review Letters,2.856,Q1
Work and Stress,2.848,Q1
Assessing Writing,2.847,Q1
BMC Medicine,2.846,Q1
Autoimmunity Reviews,2.844,Q1
Sustainable Technology and Entrepreneurship,2.840,Q1
JAMA Dermatology,2.839,Q1
Food Hydrocolloids,2.837,Q1
Communications in Transportation Research,2.836,Q1
Educational Researcher,2.835,Q1
npj Computational Materials,2.835,Q1
Basic Research in Cardiology,2.834,Q1
Current Environmental Health Reports,2.833,Q1
International Journal of Production Economics,2.833,Q1
Journal des Mathematiques Pures et Appliquees,2.833,Q1
Journal of Educational Psychology,2.833,Q1
Autism in Adulthood,2.832,Q1
Trends in Chemistry,2.824,Q1
IEEE Transactions on Intelligent Vehicles,2.821,Q1
Earth's Future,2.819,Q1
International Journal of Nursing Studies,2.819,Q1
Innovation and Green Development,2.817,Q1
Green Energy and Intelligent Transportation,2.816,Q1
American Journal of Sociology,2.811,Q1
Journal of Democracy,2.811,Q1
Annual Review of Criminology,2.800,Q1
Journal of Structural Biology: X,2.800,Q1
"New Technology, Work and Employment",2.795,Q1
Nous,2.795,Q1
Geometry and Topology,2.794,Q1
Journal of Vocational Behavior,2.793,Q1
Hypertension,2.788,Q1
Materials Today Catalysis,2.786,Q1
Current Opinion in Cell Biology,2.780,Q1
Annual Review of Physical Chemistry,2.779,Q1
Liver Cancer,2.779,Q1
Cell Death and Disease,2.773,Q1
American Journal of Obstetrics and Gynecology,2.772,Q1
Innovation Materials,2.772,Q1
Environmental Science and Technology Letters,2.768,Q1
Journal of Business Logistics,2.768,Q1
Annual Review of Statistics and Its Application,2.766,Q1
IEEE Reviews in Biomedical Engineering,2.762,Q1
Cancer Letters,2.756,Q1
EMBO Reports,2.756,Q1
Materials Reports: Energy,2.756,Q1
West European Politics,2.753,Q1
Anaesthesia,2.751,Q1
International Journal of Press/Politics,2.748,Q1
Milbank Quarterly,2.745,Q1
Clinical Microbiology and Infection,2.742,Q1
Current Opinion in Immunology,2.740,Q1
Critical Care,2.738,Q1
Transportation Research Part C: Emerging Technologies,2.734,Q1
Journal of Sustainable Tourism,2.733,Q1
International Journal of Hospitality Management,2.731,Q1
npj Quantum Information,2.730,Q1
Reviews in Aquaculture,2.729,Q1
Nano Convergence,2.728,Q1
Political Science Research and Methods,2.724,Q1
Probability and Mathematical Physics,2.722,Q1
Journal of Rock Mechanics and Geotechnical Engineering,2.719,Q1
Family Business Review,2.718,Q1
International Journal of Biological Sciences,2.715,Q1
Multivariate Behavioral Research,2.711,Q1
Alzheimer's Research and Therapy,2.709,Q1
Current Biology,2.707,Q1
"Brain, Behavior, and Immunity",2.704,Q1
Journal of Stroke,2.702,Q1
Environmental Politics,2.700,Q1
mAbs,2.699,Q1
The Lancet Regional Health - Americas,2.698,Q1
Global Food Security,2.697,Q1
Chemical Engineering Journal,2.696,Q1
International Journal of Epidemiology,2.695,Q1
Energy Policy,2.692,Q1
European Journal of Cancer,2.691,Q1
PLoS Biology,2.691,Q1
British Journal of Educational Technology,2.690,Q1
Angiogenesis,2.689,Q1
IEEE Signal Processing Magazine,2.685,Q1
Genetics in Medicine,2.683,Q1
Environmental Impact Assessment Review,2.681,Q1
Opto-Electronic Science,2.681,Q1
Laser and Photonics Reviews,2.679,Q1
Econometric Theory,2.674,Q1
Persoonia: Molecular Phylogeny and Evolution of Fungi,2.674,Q1
Brain Stimulation,2.666,Q1
Investigative Radiology,2.666,Q1
Green Energy and Environment,2.664,Q1
Pharmacological Research,2.664,Q1
Statistics Surveys,2.664,Q1
Biotechnology Advances,2.662,Q1
Cell Chemical Biology,2.659,Q1
Energy Conversion and Management,2.659,Q1
Stroke,2.659,Q1
Satellite Navigation,2.658,Q1
ACS Materials Letters,2.655,Q1
JAMA Health Forum,2.653,Q1
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,2.651,Q1
Compositio Mathematica,2.649,Q1
Reliability Engineering and System Safety,2.647,Q1
Small Methods,2.638,Q1
Mechanical Systems and Signal Processing,2.636,Q1
Probability Theory and Related Fields,2.631,Q1
IEEE Transactions on Medical Imaging,2.629,Q1
"Advances in Atomic, Molecular and Optical Physics",2.628,Q1
CCS Chemistry,2.624,Q1
IEEE Transactions on Transportation Electrification,2.622,Q1
Industrial Marketing Management,2.621,Q1
Seminars in Cell and Developmental Biology,2.620,Q1
International Review of Sport and Exercise Psychology,2.614,Q1
Science Bulletin,2.614,Q1
Child and Adolescent Mental Health,2.613,Q1
Nature Mental Health,2.613,Q1
International Journal of STEM Education,2.606,Q1
Global Ecology and Biogeography,2.603,Q1
Cancer and Metastasis Reviews,2.596,Q1
Annals of Surgery,2.593,Q1
American Educational Research Journal,2.592,Q1
Advances in Nutrition,2.591,Q1
IEEE Transactions on Intelligent Transportation Systems,2.589,Q1
Transportation Research Part B: Methodological,2.589,Q1
Acta Neuropathologica Communications,2.588,Q1
Progress in Energy,2.588,Q1
Sustainable Production and Consumption,2.588,Q1
Polymer Reviews,2.585,Q1
Alcohol Research: Current Reviews,2.582,Q1
Journal of Differential Geometry,2.582,Q1
Journal of Advanced Research,2.576,Q1
Environmental Health Perspectives,2.572,Q1
Foundations and Trends in Communications and Information Theory,2.571,Q1
IEEE Transactions on Knowledge and Data Engineering,2.570,Q1
npj 2D Materials and Applications,2.565,Q1
Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire,2.562,Q1
Technology in Society,2.559,Q1
Operations Research,2.557,Q1
Progress in Neurobiology,2.552,Q1
Economic Geography,2.546,Q1
Journal of Clinical Periodontology,2.543,Q1
OncoImmunology,2.542,Q1
IEEE Transactions on Cognitive Communications and Networking,2.541,Q1
Current Opinion in Neurobiology,2.540,Q1
Ecography,2.540,Q1
"Gender, Work and Organization",2.539,Q1
The Lancet Regional Health - Western Pacific,2.534,Q1
"Arteriosclerosis, Thrombosis, and Vascular Biology",2.532,Q1
Journal of Communication,2.532,Q1
Energy Research and Social Science,2.530,Q1
Journal of Economic Surveys,2.527,Q1
Sociological Theory,2.527,Q1
Quantum,2.526,Q1
Journal of Public Policy and Marketing,2.525,Q1
Wiley Interdisciplinary Reviews: Water,2.524,Q1
"Computers, Environment and Urban Systems",2.523,Q1
Journal of Health and Social Behavior,2.519,Q1
Publications of the Astronomical Society of the Pacific,2.517,Q1
Battery Energy,2.516,Q1
IEEE Network,2.516,Q1
Clinical Psychological Science,2.513,Q1
Reading Research Quarterly,2.513,Q1
Transportation Research Part E: Logistics and Transportation Review,2.513,Q1
RNA,2.512,Q1
Current Opinion in Solid State and Materials Science,2.511,Q1
Catalysis Reviews - Science and Engineering,2.510,Q1
Global Biogeochemical Cycles,2.509,Q1
AGU Advances,2.507,Q1
European Heart Journal - Quality of Care and Clinical Outcomes,2.507,Q1
Acta Psychiatrica Scandinavica,2.506,Q1
Studies in Second Language Acquisition,2.506,Q1
Annual Review of Food Science and Technology,2.503,Q1
IEEE Transactions on Image Processing,2.502,Q1
Psychological Science,2.500,Q1
JACC: Basic to Translational Science,2.496,Q1
Current Opinion in Microbiology,2.495,Q1
Cell Communication and Signaling,2.494,Q1
Social Psychological and Personality Science,2.494,Q1
Molecular Cancer Therapeutics,2.493,Q1
Annual Review of Resource Economics,2.492,Q1
Economic Policy,2.489,Q1
Gastric Cancer,2.489,Q1
Oncogene,2.489,Q1
European Child and Adolescent Psychiatry,2.488,Q1
IEEE Internet of Things Journal,2.483,Q1
International Journal of Rock Mechanics and Mining Sciences,2.481,Q1
Mobile DNA,2.479,Q1
Biomedical Technology,2.478,Q1
RELC Journal,2.478,Q1
Smart Learning Environments,2.476,Q1
British Journal of Psychiatry,2.471,Q1
American Journal of Health Economics,2.470,Q1
Journal of Controlled Release,2.470,Q1
Monographs of the Society for Research in Child Development,2.470,Q1
MedComm,2.469,Q1
Nature Reviews Urology,2.466,Q1
Small Science,2.464,Q1
Natural Product Reports,2.463,Q1
Behavior Research Methods,2.462,Q1
Journal of Materials Chemistry A,2.462,Q1
SciPost Physics Lecture Notes,2.462,Q1
Annals of Tourism Research,2.461,Q1
British Journal of Dermatology,2.459,Q1
Cellular and Molecular Biology Letters,2.458,Q1
American Journal of Mathematics,2.455,Q1
Clinical Child and Family Psychology Review,2.455,Q1
Translational Psychiatry,2.453,Q1
Research Methods in Applied Linguistics,2.452,Q1
BMJ Global Health,2.451,Q1
Bioinformatics,2.451,Q1
Current Forestry Reports,2.451,Q1
Haematologica,2.449,Q1
Thorax,2.448,Q1
Reviews in Endocrine and Metabolic Disorders,2.446,Q1
Journal of Industrial Information Integration,2.445,Q1
Journal of the National Cancer Center,2.441,Q1
American Journal of Transplantation,2.439,Q1
European Stroke Journal,2.433,Q1
Immuno-Oncology and Technology,2.430,Q1
Journal of Health Economics,2.430,Q1
International Journal of Forecasting,2.428,Q1
American Journal of Agricultural Economics,2.426,Q1
Critical Perspectives on Accounting,2.426,Q1
Adolescent Research Review,2.424,Q1
Psychological Medicine,2.424,Q1
Assessment and Evaluation in Higher Education,2.422,Q1
Journal of Ecology,2.422,Q1
European Journal of Personality,2.418,Q1
Transcription,2.418,Q1
Annales Scientifiques de l'Ecole Normale Superieure,2.416,Q1
California Management Review,2.416,Q1
Research in Organizational Behavior,2.416,Q1
Computer Methods in Applied Mechanics and Engineering,2.412,Q1
Current Opinion in Psychiatry,2.411,Q1
Annals of the International Communication Association,2.410,Q1
Materials Futures,2.410,Q1
JCO Precision Oncology,2.409,Q1
Social Issues and Policy Review,2.407,Q1
Pediatrics,2.406,Q1
Calculus of Variations and Partial Differential Equations,2.405,Q1
Conservation Letters,2.405,Q1
Neurology,2.401,Q1
Modern Pathology,2.400,Q1
New Media and Society,2.400,Q1
Journal of Policy Analysis and Management,2.398,Q1
IEEE Transactions on Geoscience and Remote Sensing,2.397,Q1
Bioresource Technology,2.395,Q1
European Economic Review,2.395,Q1
International Journal of Behavioral Nutrition and Physical Activity,2.394,Q1
Modern Language Journal,2.394,Q1
European Journal of Nuclear Medicine and Molecular Imaging,2.392,Q1
Briefings in Bioinformatics,2.390,Q1
Molecular Biomedicine,2.387,Q1
Annual Reviews in Control,2.386,Q1
Physics of Life Reviews,2.384,Q1
Organizational Behavior and Human Decision Processes,2.383,Q1
Resources Policy,2.381,Q1
Circulation: Cardiovascular Quality and Outcomes,2.380,Q1
Journal of Occupational Health Psychology,2.380,Q1
Clinical Journal of the American Society of Nephrology,2.377,Q1
Science China Chemistry,2.377,Q1
Group and Organization Management,2.373,Q1
Epilepsia,2.371,Q1
International Security,2.371,Q1
Current Psychiatry Reports,2.370,Q1
npj Biofilms and Microbiomes,2.370,Q1
Multimodal Transportation,2.369,Q1
Nano Research,2.367,Q1
Decision Support Systems,2.366,Q1
BioScience,2.365,Q1
Communications Materials,2.365,Q1
Diabetes and Metabolism Journal,2.365,Q1
Demography,2.363,Q1
Analysis and PDE,2.361,Q1
British Journal of Anaesthesia,2.360,Q1
Journal of Heart and Lung Transplantation,2.359,Q1
Trends in Biotechnology,2.359,Q1
Addiction,2.357,Q1
Diabetes,2.355,Q1
Horticulture Research,2.354,Q1
ACS Environmental Au,2.349,Q1
Breast,2.348,Q1
Meta-Radiology,2.347,Q1
JCO Oncology Practice,2.346,Q1
American Journal of Gastroenterology,2.344,Q1
British Journal of Pharmacology,2.344,Q1
Progress in Quantum Electronics,2.343,Q1
Reviews in Environmental Science and Biotechnology,2.338,Q1
Food Policy,2.335,Q1
International Endodontic Journal,2.335,Q1
Epidemiology and Psychiatric Sciences,2.334,Q1
International Journal of Robotics Research,2.333,Q1
IEEE Transactions on Mobile Computing,2.332,Q1
EcoSal Plus,2.331,Q1
Eurosurveillance,2.331,Q1
Osteoarthritis and Cartilage,2.331,Q1
Proceedings of the London Mathematical Society,2.331,Q1
Cell Insight,2.330,Q1
Quantitative Marketing and Economics,2.330,Q1
Oncologist,2.329,Q1
Advanced Healthcare Materials,2.328,Q1
Journal of Mixed Methods Research,2.328,Q1
Economic Geology,2.326,Q1
Electronic Markets,2.325,Q1
Transportation Science,2.324,Q1
Carbon Neutrality,2.321,Q1
Carbon,2.320,Q1
Journal of High Energy Astrophysics,2.320,Q1
GLIA,2.317,Q1
Communication Theory,2.316,Q1
Review of Managerial Science,2.316,Q1
Stem Cell Reports,2.314,Q1
Journal of Business and Psychology,2.313,Q1
Journal of Combinatorial Theory. Series B,2.312,Q1
SIAM Journal on Numerical Analysis,2.312,Q1
Trends in Cardiovascular Medicine,2.311,Q1
IEEE Journal of Emerging and Selected Topics in Power Electronics,2.310,Q1
Foundations of Computational Mathematics,2.308,Q1
Omega (United Kingdom),2.308,Q1
Journal of Applied Econometrics,2.305,Q1
Tobacco Control,2.305,Q1
International Journal of Information Management Data Insights,2.302,Q1
Transportation Research Part D: Transport and Environment,2.301,Q1
Cellular and Molecular Life Sciences,2.299,Q1
European Heart Journal Cardiovascular Imaging,2.299,Q1
Journal of Travel and Tourism Marketing,2.299,Q1
Research,2.299,Q1
Journal of Advances in Modeling Earth Systems,2.298,Q1
Acta Pharmacologica Sinica,2.297,Q1
Corporate Social Responsibility and Environmental Management,2.294,Q1
Journal of Economic History,2.292,Q1
Mathematische Annalen,2.292,Q1
ImmunoTargets and Therapy,2.291,Q1
BioDrugs,2.290,Q1
Space Science Reviews,2.289,Q1
Communication Methods and Measures,2.288,Q1
International Review of Financial Analysis,2.288,Q1
JAMA Ophthalmology,2.288,Q1
Criminology,2.287,Q1
Language Learning,2.287,Q1
Blood Reviews,2.283,Q1
Journal of Nanobiotechnology,2.282,Q1
Journal of Autoimmunity,2.281,Q1
Molecular Ecology Resources,2.281,Q1
Business Horizons,2.280,Q1
Communication Research,2.279,Q1
Materials Research Letters,2.279,Q1
Materials Today Physics,2.278,Q1
Climate Policy,2.275,Q1
Plant Journal,2.275,Q1
Gender and Society,2.272,Q1
Genetics,2.272,Q1
Annual Review of Vision Science,2.271,Q1
Tunnelling and Underground Space Technology,2.269,Q1
British Journal of Management,2.267,Q1
CSEE Journal of Power and Energy Systems,2.265,Q1
Emerging Microbes and Infections,2.264,Q1
Perspectives on Politics,2.264,Q1
Cyborg and Bionic Systems,2.263,Q1
EES Catalysis,2.261,Q1
American Journal of Sports Medicine,2.260,Q1
Journal of Behavioral Addictions,2.260,Q1
Journal of Destination Marketing and Management,2.260,Q1
Cell Reports Methods,2.257,Q1
British Journal of Clinical Psychology,2.256,Q1
Public Administration,2.255,Q1
Earth and Planetary Science Letters,2.254,Q1
International Journal of Cancer,2.252,Q1
Asian Journal of Pharmaceutical Sciences,2.251,Q1
Biofuel Research Journal,2.251,Q1
"Diabetes, Obesity and Metabolism",2.251,Q1
Electron,2.251,Q1
Journal of Peasant Studies,2.248,Q1
IEEE Transactions on Energy Conversion,2.247,Q1
Journal of the ACM,2.246,Q1
IEEE/ASME Transactions on Mechatronics,2.243,Q1
Public Management Review,2.243,Q1
International Journal of Production Research,2.242,Q1
International Journal of Applied Earth Observation and Geoinformation,2.241,Q1
Surface Science Reports,2.241,Q1
IEEE Wireless Communications Letters,2.240,Q1
European Journal of Operational Research,2.239,Q1
Advances in Physics: X,2.237,Q1
JNCI Cancer Spectrum,2.236,Q1
Learning and Instruction,2.236,Q1
npj Vaccines,2.236,Q1
Apoptosis,2.233,Q1
International Journal of Human Resource Management,2.231,Q1
Journal of Consulting and Clinical Psychology,2.231,Q1
Water Research X,2.231,Q1
Astronomical Journal,2.229,Q1
"Proceedings of the Annual International Symposium on Microarchitecture, MICRO",2.229,-
Journal of Nuclear Medicine,2.224,Q1
Conservation Biology,2.222,Q1
